Agencia :	SUZUKI AMBATO	Nota Cred.	Fecha	Factura	Orden	Cedula	    Cliente	Sub total	Des-cuento	Netosin Iva	Netocon Iva	Iva 15%	Iva 12 %	Interes	Total	Anticipo	Asiento	Gar.Ext.	NETO	189	03-FEB-26	CRE	006-506	000006613	S07687	17XXXXXXX8001	G}"P{(i.O&*X$0q6W.2`,8y>_6:h4@"Fg>Bp<	      473.55	       52.68	     0.00	      420.87	      63.13	       0.00	      0.00	      484.00	        0.00	      484.00	359	N		10	      728.42	    7,155.41	    7,500.31	TOTAL SUZUKI AMBATO:	    8,112.61	      957.20	        0.00	   1,073.32	       0.00	        0.00	    8,228.73	TOTAL GENERAL:	    8,112.61	      957.20	   1,073.32	       0.00	        0.00	    8,228.73	10	      728.42	        0.00	    7,155.41	    7,500.31	
Agencia :	SUZUKI AMBATO	Nota Cred.	Fecha	Factura	Orden	Cedula	    Cliente	Sub total	Des-cuento	Netosin Iva	Netocon Iva	Iva 15%	Iva 12 %	Interes	Total	Anticipo	Asiento	Gar.Ext.	NETO	190	12-FEB-26	CRE	006-506	000006641	S07518	17XXXXXXX7001	}6X>p}f@&>`Fx&nH.FhN!.vP6NpV)	    6,578.55	      840.40	     0.00	    5,738.15	     860.72	       0.00	      0.00	    6,598.87	      667.81	    5,931.06	359	N		10	      728.42	    7,155.41	    7,500.31	TOTAL SUZUKI AMBATO:	    8,112.61	      957.20	        0.00	   1,073.32	       0.00	        0.00	    8,228.73	TOTAL GENERAL:	    8,112.61	      957.20	   1,073.32	       0.00	        0.00	    8,228.73	10	      728.42	        0.00	    7,155.41	    7,500.31	
Agencia :	SUZUKI AMBATO	Nota Cred.	Fecha	Factura	Orden	Cedula	    Cliente	Sub total	Des-cuento	Netosin Iva	Netocon Iva	Iva 15%	Iva 12 %	Interes	Total	Anticipo	Asiento	Gar.Ext.	NETO	191	12-FEB-26	CRE	006-506	000006791	S07865	17XXXXXXX4001	[.9ryn5Nc6Az"v=Vk>I#*~E^sF	      524.44	       64.12	     0.00	      460.32	      69.05	       0.00	      0.00	      529.37	        0.00	      529.37	359	N		10	      728.42	    7,155.41	    7,500.31	TOTAL SUZUKI AMBATO:	    8,112.61	      957.20	        0.00	   1,073.32	       0.00	        0.00	    8,228.73	TOTAL GENERAL:	    8,112.61	      957.20	   1,073.32	       0.00	        0.00	    8,228.73	10	      728.42	        0.00	    7,155.41	    7,500.31	
Agencia :	SUZUKI AMBATO	Nota Cred.	Fecha	Factura	Orden	Cedula	    Cliente	Sub total	Des-cuento	Netosin Iva	Netocon Iva	Iva 15%	Iva 12 %	Interes	Total	Anticipo	Asiento	Gar.Ext.	NETO	192	19-FEB-26	CRE	006-506	000006845	S08168	18XXXXXXX3001	`*]+w8Lth2e3 @T|p:m;(H\%xBuC0Pd-!J}K8Xl5)R	      109.85	        0.00	     0.00	      109.85	      16.48	       0.00	      0.00	      126.33	        0.00	      126.33	359	N		10	      728.42	    7,155.41	    7,500.31	TOTAL SUZUKI AMBATO:	    8,112.61	      957.20	        0.00	   1,073.32	       0.00	        0.00	    8,228.73	TOTAL GENERAL:	    8,112.61	      957.20	   1,073.32	       0.00	        0.00	    8,228.73	10	      728.42	        0.00	    7,155.41	    7,500.31	
Agencia :	SUZUKI AMBATO	Nota Cred.	Fecha	Factura	Orden	Cedula	    Cliente	Sub total	Des-cuento	Netosin Iva	Netocon Iva	Iva 15%	Iva 12 %	Interes	Total	Anticipo	Asiento	Gar.Ext.	NETO	193	19-FEB-26	CRE	006-506	000006788	S07918A	18XXXXXXX8001	KjqQBdZHSryYJlbP[z"aRtjXc#*iZ|r`k+2qb%z	      260.00	        0.00	     0.00	      260.00	      39.00	       0.00	      0.00	      299.00	        0.00	      299.00	359	N		10	      728.42	    7,155.41	    7,500.31	TOTAL SUZUKI AMBATO:	    8,112.61	      957.20	        0.00	   1,073.32	       0.00	        0.00	    8,228.73	TOTAL GENERAL:	    8,112.61	      957.20	   1,073.32	       0.00	        0.00	    8,228.73	10	      728.42	        0.00	    7,155.41	    7,500.31	
Agencia :	SUZUKI AMBATO	Nota Cred.	Fecha	Factura	Orden	Cedula	    Cliente	Sub total	Des-cuento	Netosin Iva	Netocon Iva	Iva 15%	Iva 12 %	Interes	Total	Anticipo	Asiento	Gar.Ext.	NETO	194	19-FEB-26	CRE	006-506	000006787	S07919A	18XXXXXXX8001	PN"Q`n)GXV*Yhv1O`^2ap~9Whf:ix'A_pnBq!/I	       14.30	        0.00	     0.00	       14.30	       2.15	       0.00	      0.00	       16.45	        0.00	       16.45	359	N		10	      728.42	    7,155.41	    7,500.31	TOTAL SUZUKI AMBATO:	    8,112.61	      957.20	        0.00	   1,073.32	       0.00	        0.00	    8,228.73	TOTAL GENERAL:	    8,112.61	      957.20	   1,073.32	       0.00	        0.00	    8,228.73	10	      728.42	        0.00	    7,155.41	    7,500.31	
Agencia :	SUZUKI AMBATO	Nota Cred.	Fecha	Factura	Orden	Cedula	    Cliente	Sub total	Des-cuento	Netosin Iva	Netocon Iva	Iva 15%	Iva 12 %	Interes	Total	Anticipo	Asiento	Gar.Ext.	NETO	195	25-FEB-26	CRE	006-506	000006911	S08226	17XXXXXXX8001	=-xJe``FE5!RmhhNM=)Z	       24.89	        0.00	     0.00	       24.89	       3.73	       0.00	      0.00	       28.62	        0.00	       28.62	359	N		10	      728.42	    7,155.41	    7,500.31	TOTAL SUZUKI AMBATO:	    8,112.61	      957.20	        0.00	   1,073.32	       0.00	        0.00	    8,228.73	TOTAL GENERAL:	    8,112.61	      957.20	   1,073.32	       0.00	        0.00	    8,228.73	10	      728.42	        0.00	    7,155.41	    7,500.31	
Agencia :	SUZUKI AMBATO	Nota Cred.	Fecha	Factura	Orden	Cedula	    Cliente	Sub total	Des-cuento	Netosin Iva	Netocon Iva	Iva 15%	Iva 12 %	Interes	Total	Anticipo	Asiento	Gar.Ext.	NETO	196	25-FEB-26	CRE	006-506	000006910	S08225	17XXXXXXX8001	JW`AB^bYR_hIJfjaZgpQ	       21.63	        0.00	     0.00	       21.63	       3.24	       0.00	      0.00	       24.87	        0.00	       24.87	359	N		10	      728.42	    7,155.41	    7,500.31	TOTAL SUZUKI AMBATO:	    8,112.61	      957.20	        0.00	   1,073.32	       0.00	        0.00	    8,228.73	TOTAL GENERAL:	    8,112.61	      957.20	   1,073.32	       0.00	        0.00	    8,228.73	10	      728.42	        0.00	    7,155.41	    7,500.31	
Agencia :	SUZUKI AMBATO	Nota Cred.	Fecha	Factura	Orden	Cedula	    Cliente	Sub total	Des-cuento	Netosin Iva	Netocon Iva	Iva 15%	Iva 12 %	Interes	Total	Anticipo	Asiento	Gar.Ext.	NETO	197	27-FEB-26	CON	006-506	000006958	S08304	18XXXXXXX9	I:EWe-y{QBM_m5"$YJUgu=*,aR]o}E24	       52.70	        0.00	     0.00	       52.70	       7.91	       0.00	      0.00	       60.61	       60.61	        0.00	359	N		10	      728.42	    7,155.41	    7,500.31	TOTAL SUZUKI AMBATO:	    8,112.61	      957.20	        0.00	   1,073.32	       0.00	        0.00	    8,228.73	TOTAL GENERAL:	    8,112.61	      957.20	   1,073.32	       0.00	        0.00	    8,228.73	10	      728.42	        0.00	    7,155.41	    7,500.31	
Agencia :	SUZUKI AMBATO	Nota Cred.	Fecha	Factura	Orden	Cedula	    Cliente	Sub total	Des-cuento	Netosin Iva	Netocon Iva	Iva 15%	Iva 12 %	Interes	Total	Anticipo	Asiento	Gar.Ext.	NETO	198	27-FEB-26	CRE	006-506	000006965	S08301	18XXXXXXX1001	/[' +9:h7c/(3ABp?	       52.70	        0.00	     0.00	       52.70	       7.91	       0.00	      0.00	       60.61	        0.00	       60.61	359	N		10	      728.42	    7,155.41	    7,500.31	TOTAL SUZUKI AMBATO:	    8,112.61	      957.20	        0.00	   1,073.32	       0.00	        0.00	    8,228.73	TOTAL GENERAL:	    8,112.61	      957.20	   1,073.32	       0.00	        0.00	    8,228.73	10	      728.42	        0.00	    7,155.41	    7,500.31	
